BAR kodas,Likutis,Likučio skirtumas,Mat.vnt.,Pr. grupės kodas,Prekės kodas,Prekės pavadinimas,Sandėlis,Sujungimo Tipas,TOPO Eugestos kiekis,TOPO Eugestos kodas,TOPO Eugestos pavadinimas,TOPO Eugestos trumpas pavadinimas
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,502515503778,Plaukų džiovintuvas DYSON Supersonic,Plaukų džiovintu
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,505037031184,"Barzdaskutė SCARLETT SC - SH65R55, juoda",SC - SH65R55
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,505037031265,Kokteilinė SCARLETT SC - JB146P10,SC - JB146P10
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,509920606232,Pelė LOGITECH G502 Proteus Spectrum,G502 Proteus Spe
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,599641502268,Plaukų kirpimo mašinėlė WAHL HomePro 139,Plaukų kirpimo m
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,690144322222,"Dėkliukas HUAWEI Pro Y6 Prime, nugarėlė,",Dėkliukas HUAWEI
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,693417770270,Meteorologinė stotelė XIAOMI Mi Temperat,Mi Temperature
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,697024452219,"Ausinės Xiaomi Mi Basic, į ausis, sidabr",Ausinės Xiaomi M
509920602793,5.0,3,Vnt.,TG090,420472.0,"Internetinė kamera LOGITECH C920, Full HD, juoda",LOG BENDRAS,Sujungta,8,509920602793,"Internetinė kamera LOGITECH C920, Full H","C920, Full HD, j"
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,771171137092,"Žaislas WOWWEE Vienaragis Alika, 37082/3",Žaislas WOWWEE V
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,800370500760,Grilis ARIETE La Grigliata 760,La Grigliata 760
170000000052,56.0,3,Vnt.,TG084,420427.0,Nešiojamas kompiuteris LENOVO V130-15IGM N4000/4/1TB/Win,LOG BENDRAS,Sujungta,59,170000000052,Neš.komp. LENOVO V130-15IGM N4000/4/1TB/,V130-15IGM N4000
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,800370511115,Kavos virimo aparatas ARIETE Miro 1339,Miro 1339
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,800370511478,"Drabužių garintuvas ARIETE 4167, rankini","4167, rankinis"
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,802109877460,Trintuvas BRAUN MQ9047X,MQ9047X
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,811138031794,"Išmanusis laikrodis FITBIT Versa, Ruby B","Versa, Ruby Band"
482562106992,3.0,-3,Vnt.,TG015,421203.0,Nerūd. plieno valiklis ASTONISH 750ml puršk,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,811138033262,Išmanioji apyrankė FITBIT INSPIRE HR Bla,INSPIRE HR Black
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,871010380744,Dulkių siurblys PHILIPS FC8244/09,FC8244/09
880164326415,76.0,3,Vnt.,TG141,403586.0,USB raktas SAMSUNG MUF-32DB/EU,LOG BENDRAS,Sujungta,79,880164326415,USB raktas SAMSUNG MUF-32DB/EU,MUF-32DB/EU
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,871010384233,Drabužių garintuvas PHILIPS ComfortTouch,ComfortTouch GC5
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,871228532530,"Laikiklis VOGELS NEXT 7345 TV 40-65"", tr",Laikiklis VOGELS
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,878615082885,"Ausinės SKULLCANDY SMOKIN BUD į ausis, p",SMOKIN BUD į aus
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,880632337830,Mikrob. krosnelė DAEWOO KQG-663B,KQG-663B
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,888462602853,"Ausinės BEATS EP ant ausų, su mikrofonu,","EP ant ausų, su "
761303152640,4.0,-3,Vnt.,TG108,400702.0,"NESCAFE Dolce Gusto kava Espres.Intenso 16Cap,218g",LOG BENDRAS,Sujungta,1,761303152640,Kavos kapsulės NESCAFE Dolce Gusto Esp.,Dolce Gusto Esp.
477903303023,4.0,3,Vnt.,TG009,401149.0,Alkotesteris ALCODETECTOR EC4,LOG BENDRAS,Sujungta,7,477903303023,Alkotesteris ALCODETECTOR EC4,EC4
761055862400,11.0,3,Vnt.,TG172,421061.0,Kirpimo mašinėlė nosiai VALERA VALERA 624.01 Trimmy,LOG BENDRAS,Sujungta,14,761055862400,Kirp. maš. nosiai VALERA VALERA 624.01 T,VALERA 624.01 Tr
690144321408,45.0,3,Vnt.,TG057,402326.0,"Dėkliukas HUAWEI P20, knygutė, juoda",LOG BENDRAS,Sujungta,48,690144321408,"Dėkliukas HUAWEI P20, knygutė, juoda","P20, knygutė, ju"
475092100076,125.0,3,Vnt.,TG152,402121.0,Maišeliai vakuum. aparat. STOLLAR SAT50,LOG BENDRAS,Sujungta,128,475092100076,Plėvelė vakuumavimo aparat. STOLLAR SAT5,SAT50
800370511160,8.0,3,Vnt.,TG188,421591.0,Mini viryklė ARIETE 994,LOG BENDRAS,Sujungta,11,800370511160,Mini viryklė ARIETE 994,994
800370511487,5.0,3,Vnt.,TG188,421600.0,Skrudintuvas ARIETE Vintage 155/03,LOG BENDRAS,Sujungta,8,800370511487,Skrudintuvas ARIETE Vintage 155/03,Vintage 155/03
503091723666,6.0,3,Vnt.,TG150,402148.0,Žaidimas PS4 Crash Bandicoot N. Sane Trilogy,LOG BENDRAS,Sujungta,9,503091723666,Žaidimas PS4 Crash Bandicoot N. Sane Tri,Žaidimas PS4 Cra
871010384389,8.0,3,Vnt.,TG120,401541.0,Dulkių siurblys PHILIPS FC6901/01 SpeedPro MAx,LOG BENDRAS,Sujungta,11,871010384389,Dulkių siurblys PHILIPS FC6901/01 SpeedP,FC6901/01 SpeedP
304538637316,60.0,3,Vnt.,TG158,402137.0,Vaflinė TEFAL SW614831,LOG BENDRAS,Sujungta,63,304538637316,Vaflinė TEFAL SW614831,SW614831
871010387084,10.0,3,Vnt.,TG120,421637.0,Kūdikių maisto ruošimo prietaisas PHILIPS AVENT SCF881/01 4 VIENAME,LOG BENDRAS,Sujungta,13,871010387084,Kūdikių maisto ruošimo prietaisas PHILIP,SCF881/01 4 VIEN
421020116730,6.0,3,Vnt.,TG022,402128.0,Barzdaskutė BRAUN 7899cc,LOG BENDRAS,Sujungta,9,421020116730,Barzdaskutė BRAUN 7899cc,7899cc
590527925312,22.0,3,Vnt.,TG336,421653.0,Langų valytuvas ROBOJET WISO,LOG BENDRAS,Sujungta,25,590527925312,Langų valymo robotas ROBOJET WISO,ROBOJET WISO
401558860077,37.0,3,Vnt.,TG328,421302.0,Oro drėkintuvas MEDISANA AH 662,LOG BENDRAS,Sujungta,40,401558860077,Oro drėkintuvas MEDISANA AH 662,AH 662
502523252750,22.0,3,Vnt.,TG118,401556.0,Burnos irigatorius PANASONIC EW-DJ10-A503,LOG BENDRAS,Sujungta,25,502523252750,Burnos irigatorius PANASONIC EW-DJ10-A50,EW-DJ10
761091715306,1.0,3,Vnt.,TG070,421658.0,Kavos virimo aparatas JURA E8 Piano White,LOG BENDRAS,Sujungta,4,761091715306,Kavos virimo aparatas JURA E8 Piano Whit,E8 Piano White
501077714434,1.0,3,Vnt.,TG140,401581.0,Virtuvinės svarstyklės SALTER 1068 SSBKDR,LOG BENDRAS,Sujungta,4,501077714434,Virtuv. svarst. SALTER 1068 SSBKDR,1068 SSBKDR
501077714453,16.0,3,Vnt.,TG140,401583.0,Virtuvinės svarstyklės SALTER 1171 SPDR,LOG BENDRAS,Sujungta,19,501077714453,Virtuv. svarst. SALTER 1171 SPDR,1171 SPDR
509920602937,8.0,3,Vnt.,TG090,421671.0,"Ausinės LOGITECH H600, su mikrofonu, bevielės, juodos",LOG BENDRAS,Sujungta,11,509920602937,"Ausinės LOGITECH H600, su mikrofonu, bev","H600, su mikrofo"
763003967882,2.0,3,Vnt.,TG109,402086.0,Kavos virimo aparatas NESPRESSO Inissia juodas,LOG BENDRAS,Sujungta,5,763003967882,Kavos virimo aparatas NESPRESSO Inissia,Inissia juodas
421020116334,31.0,3,Vnt.,TG022,402081.0,"Barzdaskutė BRAUN 300S, raudona",LOG BENDRAS,Sujungta,34,421020116334,"Barzdaskutė BRAUN 300S, raudona","300S, raudona"
871010387537,31.0,3,Vnt.,TG120,401525.0,Kūno skustuvas PHILIPS BG7025/15,LOG BENDRAS,Sujungta,34,871010387537,Kūno skustuvas PHILIPS BG7025/15,BG7025/15
424200290360,8.0,3,Vnt.,TG021,402205.0,Virtuvinis kombainas BOSCH MUM59M55,LOG BENDRAS,Sujungta,11,424200290360,Virtuv. kombain. BOSCH MUM59M55,MUM59M55
871010384404,30.0,3,Vnt.,TG120,401515.0,Barzdakirpė PHILIPS BT3206/14,LOG BENDRAS,Sujungta,33,871010384404,Barzdakirpė PHILIPS BT3206/14,BT3206/14
424200287606,17.0,3,Vnt.,TG021,402211.0,Mėsmalė BOSCH MFW3520W,LOG BENDRAS,Sujungta,20,424200287606,Mėsmalė BOSCH MFW3520W,MFW3520W
505037031324,74.0,3,Vnt.,TG144,421333.0,"Plaukų džiovintuvas SCARLETT SC - HD70I40, juodas",LOG BENDRAS,Sujungta,77,505037031324,Plaukų džiovintuvas SCARLETT SC - HD70I4,"SC - HD70I40, ju"
800439951233,7.0,3,Vnt.,TG030,421366.0,Kondicionierius DELONGHI PAC N77 ECO,LOG BENDRAS,Sujungta,10,800439951233,Kondicionierius DELONGHI PAC N77 ECO,PAC N77 ECO
690144324998,122.0,3,Vnt.,TG057,402339.0,"Dėkliukas HUAWEI Mate 20 Lite, Smart View, knygutė, juoda",LOG BENDRAS,Sujungta,125,690144324998,"Dėkliukas HUAWEI Mate 20 Lite, Smart Vie",Dėkliukas HUAWEI
690144324989,59.0,3,Vnt.,TG057,402338.0,"Dėkliukas HUAWEI Mate 20 Lite, Magic nugarėlė, juoda",LOG BENDRAS,Sujungta,62,690144324989,"Dėkliukas HUAWEI Mate 20 Lite, Magic nug",Dėkliukas HUAWEI
690144327300,42.0,3,Vnt.,TG057,421389.0,"Dėkliukas HUAWEI P30 PRO (Vogue), nugarėlė, silikoninė, rožinė",LOG BENDRAS,Sujungta,45,690144327300,"Dėkliukas HUAWEI P30 PRO (Vogue), nugarė","P30 PRO (Vogue),"
690144321716,77.0,3,Vnt.,TG057,402329.0,"Dėkliukas HUAWEI P20 Pro, nugarėlė, silikoninė, juodas",LOG BENDRAS,Sujungta,80,690144321716,"Dėkliukas HUAWEI P20 Pro, nugarėlė, sili","P20 Pro, nugarėl"
690144320838,20.0,3,Vnt.,TG057,402323.0,"Dėkliukas HUAWEI P Smart, FlipCover, auksinis",LOG BENDRAS,Sujungta,23,690144320838,"Dėkliukas HUAWEI P Smart, FlipCover, auk",Dėkliukas HUAWEI
641041250213,5.0,3,Vnt.,TG104,401400.0,"Drėgnos servetėlės MUSTANG 25x25cm, 10 vnt",LOG BENDRAS,Sujungta,8,641041250213,"Drėgnos servetėlės MUSTANG 25x25cm, 10 v","25x25cm, 10 vnt"
690144329177,27.0,3,Vnt.,TG057,421397.0,"Dėkliukas HUAWEI P30 PRO (Vogue), nugarėlė, skaidri",LOG BENDRAS,Sujungta,30,690144329177,"Dėkliukas HUAWEI P30 PRO (Vogue), nugarė","P30 PRO (Vogue),"
170000000032,196.0,3,Vnt.,TG084,421544.0,Nešiojamas kompiuteris LENOVO IdeaPad 330-15IGM N4000/4/500GB SSD/Win,LOG BENDRAS,Sujungta,199,170000000032,Neš.komp. LENOVO IdeaPad 330-15IGM N4000,IdeaPad 330-15IG
401558888956,26.0,3,Vnt.,TG328,421545.0,Masažuoklis MEDISANA MC 825 Plus,LOG BENDRAS,Sujungta,29,401558888956,Masažuoklis MEDISANA MC 825 Plus,MC 825 Plus
871010384672,8.0,3,Vnt.,TG120,401514.0,Dantų šepetėlis PHILIPS HX6871/47,LOG BENDRAS,Sujungta,11,871010384672,Dantų šepetėlis PHILIPS Sonicare HX6871/,Sonicare HX6871/
424200287440,1.0,3,Vnt.,TG021,402235.0,Kavos virimo aparatas BOSCH TKA6A044,LOG BENDRAS,Sujungta,4,424200287440,Kavos virimo aparatas BOSCH TKA6A044,TKA6A044
424200295601,6.0,3,Vnt.,TG021,402224.0,Sulčiaspaudė BOSCH MESM500W,LOG BENDRAS,Sujungta,9,424200295601,Sulčiaspaudė BOSCH MESM500W,MESM500W
521202000031,42.0,3,Vnt.,TG152,402221.0,Trintuvas STOLLAR SHB700,LOG BENDRAS,Sujungta,45,521202000031,Trintuvas STOLLAR SHB700,SHB700
871010379082,24.0,3,Vnt.,TG120,401597.0,Dantų šepetėlis PHILIPS HX6762/35,LOG BENDRAS,Sujungta,27,871010379082,"Dantų šepetėlis PHILIPS HX6762/35, 2 vnt","HX6762/35, 2 vnt"
424200282459,36.0,3,Vnt.,TG021,402075.0,Virdulys BOSCH TWK8613P,LOG BENDRAS,Sujungta,39,424200282459,Virdulys BOSCH TWK8613P,TWK8613P
871010379513,68.0,3,Vnt.,TG120,401602.0,Kūno skustuvas PHILIPS MG7770/15,LOG BENDRAS,Sujungta,71,871010379513,Kūno skustuvas PHILIPS Multigroom MG7770,Multigroom MG777
477902708151,283.0,3,Vnt.,TG338,451732.0,Šaldytuvas MIDEA HS-130RN,LOG BENDRAS,Sujungta,286,477902708151,Šaldytuvas MIDEA HS-130RN,HS-130RN
871010358870,10.0,3,Vnt.,TG120,401703.0,Garų puodas PHILIPS HD9170/91,LOG BENDRAS,Sujungta,13,871010358870,Garų puodas PHILIPS HD9170/91,HD9170/91
401367401530,1.0,3,Vnt.,TG011,402546.0,"Elementai ANSMANN LR44, 1vnt., alkaline, 1.5V",LOG TRŪKUMAS,Sujungta,4,401367401530,"Elementai ANSMANN LR44, 1vnt., alkaline,","LR44, 1vnt., alk"
693417770124,15.0,3,Vnt.,TG187,451781.0,Indukcinė viryklė XIAOMI Mi Induction Cooker Eu,LOG BENDRAS,Sujungta,18,693417770124,Indukcinė viryklė XIAOMI Mi Induction Co,Indukcinė virykl
871010369342,37.0,3,Vnt.,TG120,401742.0,"Virdulys PHILIPS HD9305/21, 1.5l",LOG BENDRAS,Sujungta,40,871010369342,"Virdulys PHILIPS HD9305/21, 1.5l",HD9305/21
539706374499,24.0,3,Vnt.,TG029,451801.0,Monitorius DELL Gaming IPS FreeSync SE2717H,LOG BENDRAS,Sujungta,27,539706374499,Monitorius DELL Gaming IPS FreeSync SE27,Gaming IPS FreeS
200000101637,30.0,3,Vnt.,TG029,451802.0,Nešiojamas kompiuteris DELL G5 15 5587 i7-8750H/8/1TB+128GB SSD/GTX1050Ti 4GB/Win,LOG BENDRAS,Sujungta,33,200000101637,Neš.komp. DELL G5 15 5587 i7-8750H/8/1TB,G5 15 5587 i7-87
871010372295,68.0,3,Vnt.,TG120,401759.0,Dantų šepetėlis PHILIPS HX8911/01,LOG BENDRAS,Sujungta,71,871010372295,Dantų šepetėlis PHILIPS Sonicare HX8911/,Sonicare HX8911/
330721601403,9.0,3,Vnt.,TG112,451885.0,Žaidimas SWITCH Rayman Legends - Definitive Edition,LOG BENDRAS,Sujungta,12,330721601403,Žaidimas SWITCH Rayman Legends - Definit,Žaidimas SWITCH 
871010374702,33.0,3,Vnt.,TG120,401785.0,Fotoepiliatorius PHILIPS Lumea SC1997/00,LOG BENDRAS,Sujungta,36,871010374702,Fotoepiliatorius PHILIPS Lumea SC1997/00,Lumea SC1997/00
871010384383,33.0,3,Vnt.,TG120,401909.0,Kūno skustuvas PHILIPS BG5020/15,LOG BENDRAS,Sujungta,36,871010384383,Kūno skustuvas PHILIPS BG5020/15,BG5020/15
871010385031,29.0,3,Vnt.,TG120,401901.0,Dantų šepetėlio antgalis PHILIPS HX6062/10,LOG BENDRAS,Sujungta,32,871010385031,Dantų šepetėlio antgalis PHILIPS HX6062/,HX6062/10
871010385036,40.0,3,Vnt.,TG120,401900.0,Dantų šepetėlio antgalis PHILIPS HX6064/11,LOG BENDRAS,Sujungta,43,871010385036,Dantų šepetėlio antgalis PHILIPS HX6064/,HX6064/11
800370511683,51.0,3,Vnt.,TG188,403839.0,"Virdulys ARIETE 2864, 1.7l, baltas/perlo",LOG BENDRAS,Sujungta,54,800370511683,"Virdulys ARIETE Classica 2864, 1.7l, bal",Classica 2864
871010381947,22.0,3,Vnt.,TG120,401894.0,Plaukų sukimo žnyplės PHILIPS BHB862/00,LOG BENDRAS,Sujungta,25,871010381947,Pl. sukimo žnypl. PHILIPS BHB862/00,BHB862/00
871010381896,86.0,3,Vnt.,TG120,401839.0,Kavos aliejaus šalinimo tabletės PHILIPS CA6704/10,LOG BENDRAS,Sujungta,89,871010381896,Kavos aliejaus šalinimo tabletės PHILIPS,CA6704/10
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,000000000000,Pieno žarnelių ir antgalių rinkinys JURA,Pieno žarnelių i
871010362326,24.0,3,Vnt.,TG120,401692.0,Tarpdančių ploviklis PHILIPS HX8211/02,LOG BENDRAS,Sujungta,27,871010362326,Tarpdančių ploviklis PHILIPS HX8211/02,HX8211/02
509920603886,5.0,3,Vnt.,TG090,421672.0,"Ausinės LOGITECH H540, su mikrofonu, USB",LOG BENDRAS,Sujungta,8,509920603886,"Ausinės LOGITECH H540, su mikrofonu, USB","H540, su mikrofo"
354136131110,222.0,3,Vnt.,TG339,451731.0,Šaldytuvas FRIGELUX CUBE50A++,LOG BENDRAS,Sujungta,225,354136131110,Šaldytuvas FRIGELUX CUBE50A++,CUBE50A++
421020103749,10.0,3,Vnt.,TG022,402068.0,Barzdaskutė BRAUN 190S-1,LOG BENDRAS,Sujungta,13,421020103749,Barzdaskutė BRAUN 190S-1,190S-1
421020157464,16.0,3,Vnt.,TG022,402066.0,Kirpimo mašinėlė nosiai BRAUN EN 10,LOG BENDRAS,Sujungta,19,421020157464,Kirpimo mašinėlė nosiai BRAUN EN 10,EN 10
871010336532,24.0,3,Vnt.,TG120,401610.0,Dulkių siurblys PHILIPS FC6142/01,LOG BENDRAS,Sujungta,27,871010336532,Dulkių siurblys PHILIPS FC6142/01,FC6142/01
031262067272,3.0,-3,Vnt.,TG054,401619.0,Masažuoklis HOMEDICS NMS-620H-EU,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
800439932770,1.0,3,Vnt.,TG030,402021.0,Kavos virimo aparatas DELONGHI DOLCE GUSTO EDG305BG MINIME,LOG BROKAS,Sujungta,4,800439932770,Kavos virimo aparatas DELONGHI DELONGHI,DELONGHI DOLCE G
,0.0,3,,,,,,Nerasta Eugestos ataskaitoje,3,000031262086,"Ausinės JAM Live Large, į ausis, Bluetoo",Ausinės JAM Live
477903159010,74.0,3,Vnt.,TG077,451727.0,Maišas tarkiams sunkti 7L (cepelinmaišis),LOG BENDRAS,Sujungta,77,477903159010,Maišas tarkiams sunkti 7L (cepelinmaišis,Maišas tarkiams 
871793172725,2.0,3,Vnt.,TG209,402010.0,Trintuvas MAGIC BULLET Grey Nordic,LOG BENDRAS,Sujungta,5,871793172725,Trintuvas MAGIC BULLET Grey Nordic,Grey Nordic
505037030703,1.0,3,Vnt.,TG144,402002.0,Mėsmalė SCARLETT SC - MG45S49,LOG BENDRAS,Sujungta,4,505037030703,Mėsmalė SCARLETT SC - MG45S49,SC - MG45S49
871010327637,48.0,3,Vnt.,TG120,401638.0,"Virdulys PHILIPS HD4646/70, 1.5l",LOG BENDRAS,Sujungta,51,871010327637,"Virdulys PHILIPS HD4646/70, 1.5l",HD4646/70
871010345160,33.0,3,Vnt.,TG120,401642.0,Skrudintuvas PHILIPS HD2628/20,LOG BENDRAS,Sujungta,36,871010345160,Skrudintuvas PHILIPS HD2628/20,HD2628/20
421020165759,7.0,3,Vnt.,TG022,401659.0,Virdulys BRAUN WK300 kreminis,LOG BENDRAS,Sujungta,10,421020165759,Virdulys BRAUN WK300 kreminis,WK300 kreminis
505037015450,38.0,3,Vnt.,TG144,401983.0,Kavamalė SCARLETT SL-1545,LOG BENDRAS,Sujungta,41,505037015450,Kavamalė SCARLETT SL-1545,SL-1545
871010358722,13.0,3,Vnt.,TG120,401664.0,Virtuvinis kombainas PHILIPS HR7778/00,LOG BENDRAS,Sujungta,16,871010358722,Virtuv. kombain. PHILIPS HR7778/00,HR7778/00
871010365640,24.0,3,Vnt.,TG120,401688.0,Daugiafunkcinis puodas PHILIPS HD3037/70 980W,LOG BENDRAS,Sujungta,27,871010365640,Daugiafunkc. puodas PHILIPS HD3037/70 98,HD3037/70 980W
800370511109,11.0,3,Vnt.,TG188,401215.0,Vaflinė ARIETE A187,LOG BENDRAS,Sujungta,14,800370511109,Vaflinė ARIETE 187 Party Time,187 Party Time
800370511682,34.0,3,Vnt.,TG188,403838.0,"Virdulys ARIETE 2864, 1.7l, bronzinis",LOG BENDRAS,Sujungta,37,800370511682,"Virdulys ARIETE Classica 2864, 1.7l, bro",Classica 2864
641041289425,7.0,3,Vnt.,TG104,421241.0,Mentelė MUSTANG WELLINGTON,LOG BENDRAS,Sujungta,10,641041289425,Mentelė MUSTANG WELLINGTON,Mentelė MUSTANG 
489520690833,1.0,3,Vnt.,TG243,402429.0,"Ekrano apsauga LAUT Prime Glass iPhone XS Max, stikliukas",LOG BENDRAS,Sujungta,4,489520690833,Ekrano apsauga LAUT Prime Glass iPhone X,Ekrano apsauga L
692528193477,88.0,3,Vnt.,TG066,401172.0,"Kolonėlė JBL XTREME 2, Bluetooth, 20 W, atspari drėgmei, juoda",LOG BENDRAS,Sujungta,91,692528193477,"Kolonėlė JBL XTREME 2, Bluetooth, 20 W,",Kolonėlė JBL XTR
692528193333,2.0,3,Vnt.,TG066,401178.0,"Ausinės JBL Endurance Dive į ausis, atsparios vandeniui, bluetooth, juoda",LOG BENDRAS,Sujungta,5,692528193333,"Ausinės JBL Endurance Dive į ausis, atsp",Endurance Dive į
692528193479,83.0,3,Vnt.,TG066,401169.0,"Kolonėlė JBL XTREME 2, Bluetooth, 20 W, atspari drėgmei, žalia",LOG BENDRAS,Sujungta,86,692528193479,"Kolonėlė JBL XTREME 2, Bluetooth, 20 W,",Kolonėlė JBL XTR
401349604563,8.0,2,Vnt.,TG326,421263.0,Išmanusis laikrodis FOSSIL Q EXPLORIST GEN 4 FTW4012,LOG BENDRAS,Sujungta,10,401349604563,Išmanusis laikrodis FOSSIL Q EXPLORIST G,Q EXPLORIST GEN 
761055800176,17.0,2,Vnt.,TG172,421067.0,Plaukų sukimo žnyplės VALERA CONIX 641.02,LOG BENDRAS,Sujungta,19,761055800176,Pl. sukimo žnypl. VALERA CONIX 641.02,CONIX 641.02
871010385944,14.0,2,Vnt.,TG120,421058.0,Kavos virimo aparatas PHILIPS 5000 LatteGo EP5330/10 Juodas,LOG BENDRAS,Sujungta,16,871010385944,Kavos virimo aparatas PHILIPS 5000 Latte,5000 LatteGo EP5
761055860308,1.0,2,Vnt.,TG172,421062.0,Plaukų formavimo šukos VALERA 603.01B Turbo Style,LOG BENDRAS,Sujungta,3,761055860308,Pl. formav. šukos VALERA  603.01B Turbo, 603.01B Turbo S
761055854563,21.0,2,Vnt.,TG172,421063.0,"Plaukų džiovintuvas VALERA 545.08 DV, ionic wellness 2000",LOG BENDRAS,Sujungta,23,761055854563,"Plaukų džiovintuvas VALERA 545.08 DV, io",VALERA 545.08 DV
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,694649930672,Dulkių siurblys XIAOMI JIMMY JV51,JIMMY JV51
761091771311,163.0,2,Vnt.,TG070,404303.0,Filtras JURA CLARIS BLUE,LOG BENDRAS,Sujungta,165,761091771311,Filtras JURA Claris Blue,Claris Blue
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,733254309661,Mikrob. krosnelė ELECTROLUX EMS21400S,EMS21400S
761055800177,9.0,2,Vnt.,TG172,421068.0,Plaukų tiesintuvas VALERA 647.02 SILHOUETTE,LOG BENDRAS,Sujungta,11,761055800177,Plaukų tiesintuvas VALERA 647.02 SILHOUE, 647.02 SILHOUET
506035928723,1.0,2,Vnt.,TG064,404386.0,Dulkių siurblys robotas IROBOT IROBOT ROOMBA 676,LOG BENDRAS,Sujungta,3,506035928723,Dulkių siurblys robotas IROBOT ROOMBA 67,ROOMBA 676
509920604760,4.0,2,Vnt.,TG090,421673.0,"Pelė LOGITECH G602, bevielė",LOG BENDRAS,Sujungta,6,509920604760,"Pelė LOGITECH G602, bevielė","G602, bevielė"
800370511182,2.0,2,Vnt.,TG188,404211.0,Dulkių siurblys robotas ARIETE Evolution 2.0 (2712),LOG BENDRAS,Sujungta,4,800370511182,Dulkių siurblys robotas ARIETE Evolution,Evolution 2.0 (2
800370511512,2.0,2,Vnt.,TG188,404204.0,Dulkių siurblys šluota ARIETE Evolution doppia classe (2772/4),LOG BENDRAS,Sujungta,4,800370511512,Dulkių siurblys ARIETE Evolution doppia,Evolution doppia
193268542099,1.0,2,Vnt.,TG084,421695.0,Nešiojamas kompiuteris LENOVO Legion Y530-15ICH i5-8300H/16/512GB SSD/GTX1060 6GB/Dos,LOG BENDRAS,Sujungta,3,193268542099,Neš.komp. LENOVO Legion Y530-15ICH i5-83,Legion Y530-15IC
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,007117197640,Žaidimų kompiuteris SONY Playstation 4 1,Playstation 4 1T
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010384170,Oro valytuvas PHILIPS AC1214/10,AC1214/10
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010382911,Lyg. sistema PHILIPS PerfectCare GC9682/,PerfectCare GC96
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,006406710549,Elektrinio dviračio baterija Akku SAMSUN,Elektrinio dvira
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010385507,Kokteilinė PHILIPS HR3752/00,Kokteilinė PHILI
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010386091,Drabužių garintuvas PHILIPS GC527/20,GC527/20
502515502810,5.0,2,Vnt.,TG033,404391.0,Dulkių siurblys DYSON Big Ball Parquet 2,LOG BENDRAS,Sujungta,7,502515502810,Dulkių siurblys DYSON Big Ball Parquet 2,Big Ball Parquet
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,733254359869,Ištraukiamas stalas AEG SKP11GW 902 979,SKP11GW 902 979 
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,421020107261,Tinklelis BRAUN 1000/10B + peiliukas,1000/10B  MULTI
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,402605601640,Profesionalus alkotesteris DRAGER Alcote,Alcotest 3820
421020123447,9.0,2,Vnt.,TG022,404462.0,Fotoepiliatorius BRAUN PL5124 Silk·Expert Pro 5,LOG BENDRAS,Sujungta,11,421020123447,Fotoepiliatorius BRAUN PL5124 Silk·Exper,PL5124 Silk·Expe
421020118249,2.0,2,Vnt.,TG114,421010.0,Dantų šepetėlis ORAl-B Smart 6000 Cross Action,LOG BENDRAS,Sujungta,4,421020118249,Dantų šepetėlis ORAl-B Smart 6000 Cross,Smart 6000 Cross
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,401511001767,Plaukų kirpimo mašinėlė MOSER 1400 White,1400 White editi
,0.0,2,,,,,,Nerasta Eugestos ataskaitoje,2,871010388289,Kavos virimo aparatas PHILIPS HD7767/00,HD7767/00
